userId,movieId,rating
13,15,3.0
13,4,2.5
14,53,3.5
14,57,3.5
14,9,4.0
14,19,3.0
14,46,5.0
14,61,4.5
14,38,2.5
14,6,3.5
14,11,5.0
14,48,5.0
14,55,4.0
14,8,4.0
14,51,3.0
14,65,5.0
14,54,3.0
14,28,5.0
14,1,4.0
14,5,4.0
14,47,4.0
14,10,3.0
14,50,3.0
14,64,3.0
14,41,3.0
14,12,4.5
14,21,3.5
14,67,2.0
14,20,5.0
14,66,5.0
14,7,5.0
14,27,5.0
14,58,3.0
14,42,3.5
14,32,4.5
14,56,4.0
14,36,3.0
14,52,4.5
14,30,3.0
14,68,3.0
14,63,4.0
14,2,4.0
14,16,4.0
15,53,4.0
15,35,1.0
15,63,3.5
15,43,4.0
15,30,5.0
15,2,4.0
15,14,3.0
15,47,4.0
15,49,4.0
15,59,4.5
15,45,2.5
15,58,4.5
15,20,4.0
15,22,5.0
15,23,3.5
15,62,4.0
16,61,5.0
16,70,3.0
16,28,3.0
16,48,2.0
16,16,4.0
16,19,3.5
16,59,4.5
16,55,4.0
16,42,5.0
16,43,3.0
16,30,4.5
16,5,4.5
16,58,4.5
16,8,4.5
16,52,4.5
16,21,4.0
16,40,3.0
16,31,2.0
16,25,5.0
16,24,4.0
16,53,4.5
16,27,4.0
16,2,2.5
16,67,3.0
16,39,4.0
16,38,3.5
16,41,3.0
16,46,4.0
16,9,2.5
16,13,4.0
16,3,3.0
16,62,4.5
16,4,3.5
16,45,4.0
16,49,1.0
16,34,2.5
16,57,3.5
16,23,4.0
16,44,4.0
16,32,3.5
16,15,4.0
16,6,4.5
16,33,4.5
16,11,2.0
17,21,3.0
17,48,5.0
17,63,3.5
17,1,3.0
17,5,4.5
17,52,4.0
17,67,4.0
17,25,4.0
17,23,4.5
17,44,3.0
17,14,5.0
17,57,5.0
17,37,4.0
17,19,3.0
17,68,4.0
17,60,2.5
17,42,2.0
17,4,3.0
17,16,4.0
17,24,4.5
17,43,4.5
17,58,4.5
17,59,3.5
17,62,3.5
17,29,3.5
17,27,5.0
17,8,2.0
17,12,4.5
17,18,4.0
17,49,3.5
17,31,4.5
17,7,4.0
17,35,5.0
17,36,5.0
17,9,3.5
17,6,3.5
18,62,3.5
18,59,4.0
18,27,4.5
18,67,4.5
18,7,3.5
18,70,4.5
18,66,4.0
18,50,4.0
18,61,2.0
18,55,5.0
18,32,3.0
18,29,3.0
18,34,2.0
18,63,4.0
18,9,3.0
18,65,3.0
18,31,2.5
18,19,2.5
18,57,4.0
18,16,4.0
18,47,3.5
18,22,4.0
18,68,4.0
18,10,1.0
18,11,3.5
18,64,5.0
18,56,4.0
18,13,3.0
18,4,4.0
18,24,3.5
18,69,4.0
18,60,3.0
18,1,3.0
19,44,3.0
19,61,4.0
19,7,1.0
19,58,3.5
19,39,3.5
19,41,3.5
19,35,4.0
19,20,3.5
19,51,3.5
19,46,3.0
19,3,3.5
19,15,3.0
19,38,2.5
19,36,4.0
19,54,4.0
19,63,4.0
19,32,4.0
19,42,3.5
19,11,4.5
19,23,4.0
19,24,4.0
19,21,2.0
19,45,3.5
19,13,3.5
19,37,3.5
19,56,4.0
19,66,4.0
19,48,4.0
19,9,4.5
19,6,4.5
19,52,4.5
19,2,5.0
19,28,1.0
19,53,3.0
20,45,3.0
20,9,3.5
20,3,5.0
20,50,4.5
20,41,4.0
20,60,3.0
20,63,3.5
20,55,4.5
20,5,4.5
20,58,4.0
20,6,4.5
20,61,4.5
20,38,3.0
20,56,3.5
20,65,3.0
20,54,3.0
20,66,4.5
20,32,4.0
20,1,4.0
20,49,3.0
20,23,3.5
20,20,3.0
20,39,3.0
20,37,4.0
20,33,3.0
20,17,4.0
20,24,2.0
20,44,3.0
20,40,3.5
20,59,4.0
20,10,4.0
20,12,3.5
20,31,3.5
20,7,4.5
20,11,1.0
20,43,3.5
20,68,4.5
21,11,2.5
21,64,3.0
21,47,4.5
21,55,4.5
21,1,4.0
21,18,4.0
21,14,3.0
21,28,2.5
21,61,2.5
21,24,3.0
21,25,3.5
21,7,3.5
21,43,3.5
21,51,3.0
21,31,4.0
21,19,4.5
21,50,3.5
21,37,5.0
22,48,4.0
22,17,3.5
22,19,2.5
22,40,4.0
22,66,3.0
22,26,4.0
22,50,4.0
22,11,3.0
22,59,2.5
22,8,4.5
22,28,4.0
22,5,2.0
22,13,5.0
22,32,2.0
22,46,4.0
22,41,5.0
22,31,3.0
22,53,3.0
22,39,3.0
22,44,3.5
22,23,2.5
22,36,4.0
22,33,2.5
22,4,4.0
22,1,5.0
22,64,4.5
22,29,4.0
22,70,3.5
22,25,4.0
22,10,4.0
22,34,3.5
22,20,3.0
23,42,4.0
23,28,5.0
23,53,2.5
23,66,5.0
23,59,3.5
23,30,2.0
23,3,2.0
23,44,4.5
23,57,4.0
23,68,4.5
23,52,2.5
23,8,2.0
23,12,4.0
23,40,3.5
23,19,4.0
23,61,5.0
23,43,5.0
23,16,5.0
23,64,4.5
23,51,3.5
23,22,3.5
23,24,4.0
23,25,4.5
23,9,2.5
23,41,3.5
23,50,2.5
23,31,4.0
23,58,5.0
23,70,4.5
23,6,3.0
23,33,5.0
23,20,4.0
23,29,1.0
23,47,3.0
24,51,4.0
24,1,3.0
24,39,3.5
24,3,3.5
24,4,4.5
24,26,4.5
24,5,4.0
24,33,2.5
24,69,3.0
24,24,2.5
24,28,4.0
24,64,5.0
24,19,3.5
24,6,3.0
24,52,4.0
24,56,4.5
24,29,4.5
24,57,5.0
25,49,4.5
25,1,3.0
25,18,3.5
25,55,2.5
25,62,4.5
25,38,4.5
25,45,4.5
25,44,3.5
25,59,3.0
25,30,4.0
25,51,4.0
25,8,3.0
25,67,4.0
25,66,5.0
25,39,4.5
25,15,4.5
25,32,5.0
25,2,3.0
26,15,5.0
26,18,2.0
26,27,4.0
26,55,5.0
26,44,4.0
26,62,5.0
26,17,2.0
26,52,3.5
26,45,3.0
26,2,4.5
26,33,5.0
26,11,3.0
26,8,4.0
26,48,3.0
26,65,4.0
26,9,4.0
26,32,5.0
26,41,4.0
26,13,3.5
26,57,2.5
26,58,3.0
26,16,3.0
26,40,3.0
26,14,4.5
26,23,4.0
26,67,4.0
26,7,2.5
26,28,4.5
26,22,4.5
26,34,2.5
26,53,4.5
26,12,4.0
26,38,2.5
26,30,4.0
27,62,5.0
27,33,4.0
27,13,3.5
27,65,4.0
27,34,3.0
27,41,4.0
27,17,3.5
27,45,5.0
27,9,3.0
27,42,4.0
27,37,4.0
27,50,2.0
27,36,3.5
27,53,4.5
27,19,4.5
28,36,5.0
28,42,4.0
28,59,3.0
28,60,4.0
28,39,3.5
28,18,4.0
28,41,2.5
28,8,3.0
28,7,4.5
28,14,3.0
28,10,4.5
28,49,3.5
28,17,4.0
28,24,4.0
28,22,4.0
28,44,3.5
28,23,3.0
28,61,2.0
28,62,3.5
29,10,5.0
29,2,5.0
29,62,3.5
29,13,3.5
29,29,5.0
29,41,4.0
29,12,4.0
29,52,4.5
29,68,3.5
29,5,3.5
29,11,3.0
29,18,4.5
29,60,4.0
29,44,4.0
29,1,3.0
29,16,3.0
29,32,4.0
29,69,4.5
29,55,4.0
29,4,2.0
29,21,4.5
29,66,2.5
29,33,5.0
29,54,2.0
29,15,4.0
29,43,2.5
29,48,5.0
29,42,4.0
30,33,3.5
30,5,3.0
30,9,3.5
30,47,2.0
30,30,3.5
30,62,4.5
30,35,3.5
30,58,4.5
30,15,4.0
30,11,5.0
30,63,4.0
30,32,2.0
30,40,4.0
30,31,2.0
30,66,4.0
30,54,5.0
30,46,3.0
30,16,3.5
30,37,4.5
30,14,5.0
30,61,4.0
30,50,3.0
30,60,4.0
30,13,3.5
30,36,4.5
30,42,5.0
30,10,4.5
30,70,4.5
30,43,1.0
31,35,3.5
31,55,3.5
31,54,4.5
31,25,3.5
31,32,4.5
31,57,4.5
31,4,4.5
31,30,5.0
31,22,3.5
31,26,3.5
31,7,4.0
31,23,3.5
31,60,4.0
31,24,4.5
31,5,4.0
31,46,3.5
31,52,3.0
31,42,3.5
31,1,3.0
31,43,5.0
31,61,3.5
31,53,3.0
31,38,2.0
31,17,4.0
31,31,4.0
31,8,3.5
31,16,2.5
31,64,3.5
31,34,3.5
31,59,4.0
31,44,4.0
31,21,3.5
31,27,3.0
31,6,5.0
31,56,4.0
31,3,4.0
31,58,3.0
31,9,4.0
31,62,2.0
31,14,4.0
31,45,5.0
31,13,3.5
31,11,2.0
31,48,2.0
32,48,2.0
32,26,4.0
32,10,4.0
32,52,3.0
32,67,5.0
32,20,5.0
32,53,4.5
32,57,4.0
32,55,4.5
32,8,3.0
32,24,4.5
32,28,3.0
32,16,4.5
32,41,3.5
32,69,5.0
32,38,5.0
32,25,3.0
32,27,4.0
32,2,5.0
32,66,4.0
32,40,4.5
32,36,4.0
32,1,3.5
32,19,3.5
32,43,3.0
32,7,4.5
32,11,3.5
32,65,4.0
32,33,4.0
32,12,4.0
32,31,4.5
32,14,5.0
32,21,3.5
32,46,4.5
32,39,4.5
32,3,4.0
32,56,5.0
32,44,3.0
32,34,2.5
32,70,4.5
32,62,3.5
33,14,2.5
33,64,5.0
33,54,4.0
33,20,3.5
33,11,2.5
33,51,4.0
33,40,4.5
33,48,4.5
33,18,2.0
33,6,2.5
33,39,3.5
33,17,3.5
33,49,3.0
33,34,3.5
33,23,4.5
33,27,5.0
33,69,3.5
33,33,5.0
33,62,3.5
33,28,4.0
33,9,3.0
33,37,4.0
33,44,5.0
33,68,4.0
33,65,3.5
33,60,4.0
33,15,3.0
33,57,5.0
33,5,4.0
33,25,3.5
33,4,4.0
34,10,4.0
34,21,5.0
34,7,4.5
34,16,4.0
34,63,3.0
34,64,3.0
34,36,5.0
34,35,3.0
34,44,3.5
34,40,3.0
34,33,4.0
34,49,5.0
34,55,3.0
34,3,4.0
34,42,4.0
34,68,5.0
34,37,2.5
34,56,4.0
34,27,3.5
34,2,4.5
34,57,4.0
34,19,2.5
35,30,3.0
35,20,1.0
35,27,4.5
35,66,4.5
35,68,3.0
35,48,3.0
35,26,1.0
35,39,3.5
35,19,4.5
35,55,4.0
35,51,3.5
35,62,3.5
35,49,1.0
35,41,3.5
35,46,4.0
35,12,5.0
35,25,4.5
35,29,2.0
35,15,5.0
35,37,4.5
35,53,4.5
35,58,4.0
35,32,3.5
35,4,3.5
35,17,2.5
35,59,3.0
35,67,3.0
35,50,4.0
36,68,4.0
36,12,2.5
36,66,4.0
36,55,4.0
36,36,3.5
36,37,5.0
36,52,4.0
36,33,3.0
36,58,4.0
36,30,5.0
36,46,3.0
36,34,3.0
36,3,1.0
36,16,1.0
36,47,4.5
36,49,4.5
36,51,3.5
36,23,4.0
36,29,3.5
36,62,5.0
36,54,5.0
36,35,3.5
36,14,4.5
36,21,4.5
36,63,3.5
36,2,3.0
36,27,4.0
36,6,4.5
36,18,5.0
37,11,4.0
37,52,3.0
37,6,3.5
37,53,4.5
37,56,4.0
37,16,3.5
37,5,3.5
37,15,4.5
37,64,3.0
37,60,3.5
37,12,5.0
37,19,4.5
37,38,3.5
37,46,4.5
37,61,4.5
37,58,5.0
37,59,4.0
37,4,3.0
37,23,3.0
37,39,3.5
37,33,4.0
37,47,2.0
37,18,4.0
37,66,3.5
37,14,3.5
37,26,5.0
37,57,4.0
37,17,2.5
37,31,4.5
37,35,2.0
37,30,4.5
37,62,4.5
38,33,4.5
38,50,2.5
38,32,4.0
38,46,4.0
38,69,3.5
38,26,5.0
38,47,4.5
38,42,4.0
38,55,4.5
38,18,4.0
38,43,5.0
38,1,4.0
38,9,4.5
38,2,4.5
38,11,3.5
38,19,4.5
38,58,3.0
38,24,3.5
38,17,3.5
38,8,5.0
38,64,4.5
38,48,4.5
38,29,4.5
38,59,4.0
38,51,5.0
38,44,4.0
38,61,3.5
38,15,3.0
38,68,4.5
38,16,4.5
38,63,3.5
38,35,2.0
38,14,4.5
38,27,1.0
38,25,4.5
38,30,5.0
38,62,3.5
38,13,3.0
39,70,2.5
39,39,3.5
39,15,3.5
39,54,3.5
39,41,5.0
39,52,2.5
39,36,4.0
39,61,3.0
39,28,5.0
39,30,2.5
39,21,3.5
39,50,4.5
39,55,4.5
39,24,3.5
39,47,3.5
39,59,3.5
39,60,3.0
39,9,3.0
39,45,4.0
39,38,3.0
39,51,3.5
39,46,4.0
39,26,5.0
39,42,4.0
39,53,2.5
39,32,2.5
39,1,5.0
39,63,3.5
39,17,2.5
39,34,4.0
39,66,4.0
39,5,4.0
39,11,3.0
39,57,1.0
39,33,5.0
39,68,3.0
39,62,4.0
39,18,4.5
39,58,4.0
39,56,3.5
39,3,3.5
40,14,3.0
40,64,2.5
40,69,4.0
40,16,4.5
40,40,4.0
40,50,4.0
40,24,2.5
40,31,5.0
40,12,4.5
40,5,4.5
40,42,4.5
40,46,5.0
40,8,4.0
40,13,3.0
40,23,4.0
40,70,4.5
40,54,4.5
40,37,4.0
40,11,2.5
40,35,3.5
40,43,5.0
40,39,4.0
40,47,4.0
40,66,3.0
40,63,3.5
40,52,5.0
40,58,4.0
40,33,4.5
40,20,4.0
40,3,4.0
40,18,3.0
40,57,4.5
40,27,3.5
40,41,3.5
40,17,4.0
40,6,5.0
40,38,2.5
40,32,4.5
40,62,3.5
40,44,3.5
40,67,2.0
40,49,3.5
41,66,3.5
41,8,4.0
41,11,3.0
41,26,4.0
41,58,3.0
41,46,4.0
41,15,3.0
41,2,2.5
41,51,3.0
41,39,1.0
41,18,4.5
41,47,4.5
41,22,4.0
41,44,3.0
41,32,2.5
41,56,1.0
41,6,3.0
41,9,5.0
41,34,3.0
41,41,3.5
41,16,2.5
42,64,4.0
42,61,4.0
42,2,4.5
42,18,3.5
42,4,4.0
42,20,1.0
42,51,3.5
42,53,4.0
42,48,1.0
42,38,3.5
42,14,3.0
42,59,2.0
42,22,4.0
42,12,3.0
42,6,4.5
42,57,4.5
42,16,4.0
42,25,5.0
43,53,4.0
43,1,4.0
43,33,3.0
43,44,3.5
43,22,4.0
43,50,5.0
43,24,3.5
43,68,4.0
43,67,4.0
43,46,4.0
43,18,4.5
43,41,3.0
43,69,4.0
43,57,4.5
43,58,4.0
43,13,3.5
43,42,4.0
43,12,4.5
43,51,2.5
43,5,4.5
43,10,4.5
43,60,4.0
43,21,5.0
43,70,4.5
43,23,4.5
43,16,4.5
43,39,3.0
43,26,3.0
43,6,4.0
43,38,3.0
43,63,3.5
43,47,5.0
44,30,4.5
44,26,3.5
44,37,4.5
44,1,3.5
44,45,3.0
44,52,4.0
44,51,5.0
44,9,5.0
44,70,3.5
44,49,4.0
44,64,3.0
44,69,5.0
44,24,5.0
44,57,4.0
44,4,4.5
44,23,4.5
44,41,4.0
44,53,2.0
44,14,4.0
44,65,4.0
44,36,4.0
44,28,3.5
44,34,5.0
44,58,3.0
44,22,4.0
44,19,4.0
44,21,4.0
44,66,4.0
44,67,3.5
45,6,4.0
45,25,4.0
45,1,5.0
45,59,4.5
45,32,3.0
45,68,3.5
45,10,3.5
45,45,3.5
45,9,4.0
45,21,5.0
45,19,3.5
45,5,4.0
45,18,4.5
45,35,3.5
45,51,3.0
45,23,4.0
45,49,2.0
45,60,5.0
45,7,2.5
45,42,3.5
45,58,4.0
45,16,5.0
45,24,3.0
45,44,2.5
45,61,1.0
45,27,3.0
45,31,3.0
45,54,4.0
45,69,3.0
45,34,2.0
45,53,4.5
45,55,3.5
45,8,3.5
46,30,3.0
46,57,5.0
46,61,3.0
46,53,4.0
46,58,4.0
46,68,4.0
46,29,4.0
46,52,3.0
46,67,4.0
46,14,3.5
46,39,4.0
46,60,3.0
46,19,4.0
46,3,3.0
46,6,3.5
46,69,3.0
46,51,3.0
46,37,4.5
46,16,3.5
46,27,5.0
46,70,5.0
46,21,4.0
46,20,3.0
46,8,3.5
46,54,4.5
46,41,3.5
46,56,2.5
47,65,3.5
47,30,3.0
47,3,2.0
47,63,4.5
47,6,2.5
47,32,4.0
47,43,3.5
47,67,3.0
47,47,3.5
47,19,4.5
47,66,3.5
47,5,4.5
47,12,3.0
47,10,4.5
47,64,3.0
47,9,4.0
47,46,4.0
47,38,5.0
47,35,3.5
47,48,2.5
47,11,1.0
47,37,4.5
47,34,4.0
47,14,4.5
47,29,3.0
47,53,3.5
47,7,2.0
47,44,5.0
47,18,4.0
47,70,5.0
47,2,3.0
48,44,5.0
48,30,5.0
48,7,3.5
48,39,4.0
48,70,3.5
48,58,3.0
48,34,3.0
48,31,3.5
48,20,3.5
48,25,4.5
48,68,2.5
48,11,4.5
48,50,4.0
48,62,3.5
48,5,4.0
48,47,3.5
48,59,4.0
48,21,3.5
48,63,3.0
48,53,2.5
48,10,4.0
48,3,5.0
48,2,3.5
48,54,4.5
48,14,4.0
48,23,5.0
48,29,4.5
48,65,4.0
48,57,4.0
48,48,5.0
48,15,3.5
49,7,3.0
49,4,3.0
49,19,4.0
49,65,4.5
49,42,4.5
49,20,3.5
49,66,3.0
49,50,1.0
49,33,4.0
49,35,2.5
49,18,3.5
49,16,4.0
49,36,5.0
49,14,3.5
49,62,3.0
49,63,4.0
49,3,4.0
49,6,3.5
49,17,5.0
49,27,4.5
49,68,3.0
49,24,3.0
49,41,4.0
49,10,4.5
49,69,2.0
49,32,4.0
49,15,4.0
49,58,3.0
49,43,4.0
49,22,5.0
49,23,2.0
49,54,3.5
49,47,3.5
49,25,5.0
49,60,5.0
49,34,3.5
49,21,4.5
49,31,4.0
49,46,4.0
50,47,4.5
50,27,4.5
50,66,3.5
50,17,3.0
50,21,3.5
50,48,4.0
50,20,4.0
50,13,4.5
50,1,5.0
50,41,3.0
50,57,4.0
50,11,3.5
50,19,3.5
50,69,3.0
50,25,2.5
50,22,5.0
50,61,3.5
50,50,4.0
50,46,5.0
51,38,4.0
51,3,4.0
51,30,4.0
51,1,3.0
51,20,3.0
51,9,3.5
51,57,5.0
51,70,4.0
51,24,4.5
51,63,3.5
51,32,3.5
51,19,3.0
51,47,3.0
51,66,4.5
51,43,4.0
51,37,3.5
51,68,4.5
51,44,3.0
51,5,5.0
51,46,3.5
51,39,3.5
51,29,3.5
51,54,3.0
51,49,2.5
51,40,4.0
51,67,5.0
51,33,4.5
51,14,3.0
51,23,4.0
51,64,2.5
51,31,2.0
51,55,4.0
51,8,4.0
51,15,2.5
51,36,2.0
51,27,5.0
51,56,2.0
51,53,3.5
51,4,4.0
52,48,3.5
52,30,4.5
52,5,3.0
52,9,4.0
52,23,3.0
52,29,4.0
52,50,4.5
52,25,3.0
52,6,2.0
52,37,3.0
52,45,4.0
52,14,4.5
52,22,2.0
52,3,4.5
52,13,3.5
52,36,4.0
52,20,5.0
52,18,3.5
53,32,4.0
53,17,3.5
53,55,5.0
53,19,4.0
53,11,3.5
53,30,3.5
53,9,5.0
53,46,1.0
53,45,3.5
53,53,4.0
53,50,3.0
53,38,2.5
53,23,4.5
53,7,5.0
53,69,4.5
53,35,5.0
53,8,4.0
53,26,4.5
53,5,3.5
53,33,4.0
53,59,5.0
53,3,3.0
53,62,3.5
53,42,4.0
53,49,3.0
53,57,2.5
54,62,3.0
54,60,5.0
54,59,4.0
54,31,3.0
54,30,5.0
54,24,2.5
54,45,5.0
54,57,5.0
54,68,4.5
54,50,4.5
54,18,3.5
54,14,5.0
54,7,4.0
54,49,4.5
54,23,5.0
54,40,5.0
54,41,4.5
54,52,3.5
54,37,5.0
54,26,4.0
54,67,5.0
55,40,4.0
55,13,5.0
55,48,3.5
55,60,3.5
55,56,3.0
55,49,3.0
55,5,3.5
55,8,4.0
55,51,2.5
55,9,5.0
55,37,4.5
55,31,4.0
55,24,4.5
55,53,2.5
55,59,4.0
55,27,4.0
55,70,4.5
55,64,4.5
55,58,3.5
55,4,5.0
55,2,3.0
56,40,4.0
56,1,1.0
56,20,3.0
56,34,4.5
56,26,3.0
56,56,4.0
56,49,3.5
56,8,4.5
56,36,5.0
56,28,5.0
56,48,3.5
56,67,3.0
56,5,4.0
56,25,1.0
56,13,2.0
56,64,4.0
56,58,4.0
56,32,5.0
56,63,3.0
56,14,3.0
56,16,2.5
56,53,5.0
56,23,4.5
56,61,4.5
56,70,5.0
56,52,4.0
56,46,4.0
56,22,3.5
56,68,4.0
56,51,4.0
56,47,4.0
56,17,5.0
56,35,5.0
56,41,4.5
56,4,4.5
56,11,4.0
56,31,3.0
56,50,2.0
56,60,4.0
56,38,4.5
57,31,3.5
57,49,4.0
57,37,4.5
57,53,4.5
57,42,4.5
57,22,2.0
57,54,4.0
57,21,3.0
57,35,3.5
57,1,4.0
57,55,3.5
57,44,4.0
57,45,5.0
57,41,3.0
57,67,4.0
57,17,3.5
57,14,3.0
57,7,3.0
57,48,5.0
57,19,5.0
57,11,5.0
57,36,5.0
57,63,3.0
57,29,3.5
57,58,4.0
57,12,4.0
57,15,3.5
57,50,3.5
57,38,4.0
57,23,4.0
57,10,3.0
57,2,4.0
57,64,4.0
57,65,4.0
57,52,3.0
57,25,4.5
57,5,2.0
57,68,3.5
57,30,4.5
58,15,2.5
58,32,4.5
58,59,3.0
58,27,4.5
58,63,4.5
58,5,4.5
58,43,4.0
58,39,1.0
58,30,3.5
58,7,4.0
58,8,3.5
58,12,4.5
58,60,3.5
58,29,3.5
58,61,3.0
58,10,3.5
58,46,4.0
58,69,4.5
58,66,4.0
58,34,4.5
58,22,5.0
58,36,4.5
58,26,1.0
58,16,4.5
58,67,3.0
58,42,3.0
58,44,4.0
58,56,3.5
58,68,2.0
58,62,3.0
58,50,1.0
58,4,5.0
58,1,2.0
58,58,3.0
